Name,Team,Level,GP,G,A,P
MakoaTLawlor,SanFranciscoSabercats,12A,28,2,7,9
MarcRBorzoni,SanFranciscoSabercats,12A,27,25,22,47
NoahLeinov,SanFranciscoSabercats,12A,25,7,11,18
DavidCuperstein,SanFranciscoSabercats,12A,22,22,7,29
CooperRLewis,SanFranciscoSabercats,12A,26,22,16,38
ZacharyElias,SanFranciscoSabercats,12A,16,6,5,11
EthanANgo,SanFranciscoSabercats,12A,26,25,11,36
ColeGGardner,SanFranciscoSabercats,12A,27,18,7,25
JailynLPaquin-Askew,SanFranciscoSabercats,12A,23,8,11,19
BennettCPirie,SanFranciscoSabercats,12A,14,1,2,3
KyleGiang,SanFranciscoSabercats,12A,28,4,8,12
JaedenHuot,SanFranciscoSabercats,12A,27,5,7,12
LuccaSmithAlvarado,SanFranciscoSabercats,12A,26,3,6,9
JacksonBarany,SanJoseJrSharks,12A-1,26,0,0,0
TrevorDKnize,SanJoseJrSharks,12A-1,25,0,2,2
BorisDBektchiev,SanJoseJrSharks,12A-1,26,1,3,4
ZacharyPLevesque,SanJoseJrSharks,12A-1,26,12,7,19
MorganKCurlee,SanJoseJrSharks,12A-1,25,1,3,4
ZakiLRaza,SanJoseJrSharks,12A-1,26,53,10,63
DevinTDelaRosa,SanJoseJrSharks,12A-1,25,7,8,15
NaylenWSaito,SanJoseJrSharks,12A-1,24,22,9,31
AlbinEngstroem,SanJoseJrSharks,12A-1,21,0,0,0
TrevorTShinden,SanJoseJrSharks,12A-1,26,0,1,1
RoninLEstrada,SanJoseJrSharks,12A-1,25,0,2,2
KazimierzSSoszynski,SanJoseJrSharks,12A-1,24,1,2,3
CadenAHoyer,SanJoseJrSharks,12A-1,25,7,3,10
NiklasOTossavainen,SanJoseJrSharks,12A-1,26,0,4,4
NolanJohnston-Lee,SanJoseJrSharks,12A-1,25,0,1,1
DerekZhao,SanJoseJrSharks,12A-1,25,3,5,8
LoicKerebel,SanJoseJrSharks,12A-1,24,4,6,10
JacobLBernstein,SanMateoBlackStars,12BB,24,24,7,31
MaxwellDPfenninger,SanMateoBlackStars,12BB,25,2,4,6
QuincyKQuattlebaum,SanMateoBlackStars,12BB,25,5,10,15
EleanorTalmadge,SanMateoBlackStars,12BB,25,12,7,19
ElliotLam,SanMateoBlackStars,12BB,25,1,5,6
CaidenMatthews,SanMateoBlackStars,12BB,23,0,1,1
GavinNThompson,SanMateoBlackStars,12BB,24,22,7,29
TaiseiMiyagawa,SanMateoBlackStars,12BB,25,3,2,5
JulianRUngar-Salazar,SanMateoBlackStars,12BB,22,1,1,2
ZacharyKMoore,SanMateoBlackStars,12BB,25,3,2,5
DavidLYurovitsky,SanMateoBlackStars,12BB,24,3,1,4
DarwinDunston,OaklandBears,12B,18,13,15,28
ColeNerland,FresnoJrMonsters,12BB,18,0,0,0
BraxtonMecartea,FresnoJrMonsters,12BB,18,8,6,14
OwenAMansell,VacavilleJets,12B,23,1,1,2
MadisonBawden,RenoIce,12A,20,3,3,6
IsaacLink,RenoIce,12A,18,2,0,2
TrystenBeck,RenoIce,12A,19,3,11,14
BenjaminGMichaels,RenoIce,12A,20,0,0,0
DominicCary,RenoIce,12A,20,11,6,17
GavinNordquist,RenoIce,12A,19,8,9,17
ColterLRobertson,RenoIce,12A,19,21,5,26
QuinnGrace,RenoIce,12A,18,4,2,6
PatrickRogers,RenoIce,12A,19,15,10,25
RyanHammerstone,RenoIce,12A,20,1,5,6
FialaSchlosser,RenoIce,12A,20,1,8,9
MilesKelley,RenoIce,12A,19,1,5,6
LukeRSloane,RenoIce,12A,20,21,15,36
AshtonKirby,RenoIce,12A,20,1,7,8
HenryTaves,RenoIce,12A,18,5,6,11
AndrewKleinbaum,RenoIce,12A,16,5,3,8
EsaiahRAmezquita,SantaClaraBlackhawks,12BB,28,9,8,17
NoahNewman,SantaClaraBlackhawks,12BB,29,1,5,6
JacksonTCastaldi,SantaClaraBlackhawks,12BB,30,1,1,2
TaylorTNguyen,SantaClaraBlackhawks,12BB,29,4,8,12
MaxwellUlinich,SantaClaraBlackhawks,12BB,28,3,3,6
SkilesRGeraci,SantaClaraBlackhawks,12BB,29,6,10,16
AsaOGrant,SantaClaraBlackhawks,12BB,30,17,18,35
AdishJoshi,SantaClaraBlackhawks,12BB,30,26,20,46
WagnerWatson,SantaClaraBlackhawks,12BB,28,4,8,12
KellenJKinkor-Wright,SantaClaraBlackhawks,12BB,27,4,2,6
EthanWu,SantaClaraBlackhawks,12BB,29,2,10,12
BronwynZhao,SantaClaraBlackhawks,12BB,19,0,2,2
JulianMLevenson,SantaClaraBlackhawks,12BB,30,9,20,29
EthanZZhu,SantaClaraBlackhawks,12BB,29,37,13,50
TylerJLieu,TriValleyBlueDevils,12A-1,26,6,7,13
TylerJLieu,SantaClaraBlackhawks,12BB,2,3,2,5
IanYZhu,SantaClaraBlackhawks,12BB,29,4,11,15
EvanMcDavit,TriValleyBlueDevils,12BB,25,4,6,10
JacksonAlberti,TriValleyBlueDevils,12BB,25,5,4,9
CasperJWu,TriValleyBlueDevils,12BB,28,5,3,8
MatthewDoyleJr,SanMateoBlackStars,12BB,23,2,2,4
JeddHSo,SanMateoBlackStars,12BB,24,12,5,17
WhitneyMcnaughton,SanFranciscoSabercats,12B,15,4,3,7
LandonPConstant,StocktonColts,12A,22,3,9,12
EmmaChen,TriValleyLadyBlueDevils,12AAA,17,2,1,3
KeyetAnnonio,CapitalThunder,12A,16,0,1,1
DylanLundqvist-Poppers,CapitalThunder,12A,15,0,1,1
ReidBellingrath,CapitalThunder,12A,15,0,0,0
AaronMaxwell,CapitalThunder,12A,8,0,0,0
CreightonBrown,CapitalThunder,12A,9,1,5,6
BraydenJObad,CapitalThunder,12A,16,0,3,3
HannahCClausen,CapitalThunder,12A,15,0,1,1
CameronGRiddle,CapitalThunder,12A,15,3,10,13
LucasDelgado,CapitalThunder,12A,16,5,0,5
StephenRRocke,CapitalThunder,12A,16,5,5,10
ZacharyJHughes,CapitalThunder,12A,16,20,7,27
RyanRuffell,CapitalThunder,12A,16,8,12,20
WyattKnecht,CapitalThunder,12A,9,1,0,1
TalanSandoval,CapitalThunder,12A,16,6,4,10
Jean-EzekielLajoie,CapitalThunder,12A,16,0,0,0
JacksonLipps,CapitalThunder,12A,16,0,1,1
ZacharyYamamoto,CapitalThunder,12A,16,0,0,0
NyreeChitale,OaklandBears,12BB,18,2,4,6
MichaelBrozovich,SanMateoBlackStars,12B,21,0,0,0
BaileyMok,SanMateoBlackStars,12B,27,44,8,52
FritzDBui,SanMateoBlackStars,12B,8,0,0,0
KaiMowen,SanMateoBlackStars,12B,25,6,2,8
AlexanderDecourcey,SanMateoBlackStars,12B,27,3,2,5
VivianMPorter,SanMateoBlackStars,12B,22,3,2,5
OliverReid,SanMateoBlackStars,12B,27,15,5,20
TylerJDecourcey,SanMateoBlackStars,12B,27,1,1,2
JillianERizzi,SanMateoBlackStars,12B,25,2,5,7
MadelynnHHaro,SanMateoBlackStars,12B,21,6,2,8
SarahHung,SanMateoBlackStars,12B,24,0,1,1
SeanStewart,SanMateoBlackStars,12B,26,2,4,6
SimonJerus,SanMateoBlackStars,12B,1,0,0,0
MilesPJoing,SanMateoBlackStars,12B,26,0,0,0
MilesPJoing,SanMateoBlackStars,12BB,3,0,0,0
CaitlynYuen,SanMateoBlackStars,12B,24,1,5,6
Kurt2Kohn,SanMateoBlackStars,12B,27,5,12,17
GavinBAnderson,CapitalThunder,12A,15,0,2,2
EtaiGandler,CapitalThunder,12A,12,0,0,0
AlexStillman,CapitalThunder,12A,15,7,4,11
LucasVivona,CapitalThunder,12A,1,0,0,0
PrynceJohnnieJohnsonJr,OaklandBears,12BB,15,1,3,4
AriaSTaylor,TriValleyLadyBlueDevils,12AAA,15,0,2,2
IsabellaMWongGonzalez,TriValleyLadyBlueDevils,12AAA,14,2,1,3
RebeccaXZhao,TriValleyLadyBlueDevils,12AAA,13,1,1,2
RonanPiovesan,SanMateoBlackStars,12B,1,0,0,0
KieranBaird,OaklandBears,12BB,11,0,1,1
MargaretDEidt,OaklandBears,12BB,14,2,1,3
AlbertDReyes,VacavilleJets,12B,20,25,12,37
TristanMRobles,RenoIce,12A,19,0,0,0
TorinOOdestig,CapitalThunder,12A,14,0,1,1
ZairenMecartea,FresnoJrMonsters,12BB,15,2,5,7
LilyKantrovitz,SanJoseJrSharksGirls,12AA,15,1,0,1
YimeiBeckmann,OaklandBears,12BB,15,0,0,0
DanielBurstein,SanFranciscoSabercats,12B,15,1,3,4
WilliamJHamiltonIv,SanFranciscoSabercats,12B,4,2,0,2
DacuECarausu,TriValleyBlueDevils,12A-1,3,0,0,0
IsaiahSZumwalt,SantaRosaFlyers,12BB,19,0,0,0
SAMPARK,CupertinoCougars,12BB,1,0,0,0
OliviaHYu,SanMateoBlackStars,12B,19,2,0,2
ReedJDelancey,TriValleyBlueDevils,12BB,4,0,0,0
HugoBockh,SanFranciscoSabercats,12B,3,2,0,2
NiccoloEllers,SanFranciscoSabercats,12B,1,0,0,0
ConnorFedun,TriValleyBlueDevils,12BB,5,0,0,0
AlfredGnaedigMonroy,SanFranciscoSabercats,12B,1,0,0,0
