Name,Team,Level,GP,G,A,P
GavinMNordquist,RenoIce,14A,22,5,4,9
GAGEBROWN,RenoIce,14A,22,0,4,4
RubyDOlde,RenoIce,14A,22,0,0,0
RyanSCary,RenoIce,14A,22,16,5,21
JacobOrmaas,RenoIce,14A,22,9,7,16
WestonTGould,RenoIce,14A,19,2,5,7
AndrewWPeacock,RenoIce,14A,21,2,7,9
QuinnSGrace,RenoIce,14A,20,0,4,4
AshtonCKirby,RenoIce,14A,20,2,3,5
TaggartRiedlinger,RenoIce,14A,20,5,5,10
AndrewDKleinbaum,RenoIce,14A,22,1,1,2
ColterLRobertson,RenoIce,14A,17,5,4,9
MattKlym,RenoIce,14A,21,3,4,7
PatrickBRogers,RenoIce,14A,22,9,5,14
BenjaminGMichaels,RenoIce,14A,21,0,0,0
HenryJTaves,RenoIce,14A,22,10,13,23
ChanceRMorgan,RenoIce,14A,22,1,1,2
MadisonABawden,RenoIce,14B,12,5,9,14
SofiJOwens,RenoIce,14B,22,0,5,5
ConnorDBowe,RenoIce,14B,19,2,3,5
TristanMRobles,RenoIce,14B,22,1,0,1
RyanJHammerstone,RenoIce,14B,20,2,5,7
BrodyERyan,RenoIce,14B,22,5,5,10
BennettAHellige,RenoIce,14B,22,12,7,19
FialaASchlosser,RenoIce,14B,21,1,5,6
JaxCJohnson,RenoIce,14B,22,8,1,9
FinninTSmith,RenoIce,14B,19,1,2,3
MasonLKantrud,RenoIce,14B,22,8,3,11
KaiAKassekert,RenoIce,14B,20,1,3,4
CalebSVanderWall,RenoIce,14B,22,6,7,13
ColeMLee,RenoIce,14B,19,0,0,0
LilyAVanderWall,RenoIce,14B,22,4,5,9
LukeLeonesio,RenoIce,14B,20,6,11,17
EllianaGYeung,RenoIce,14B,11,0,0,0
JohnTAbbate,VacavilleJets,14B,19,1,0,1
EthanHullinger,VacavilleJets,14B,16,9,3,12
GiovanniGApadula,VacavilleJets,14B,18,3,4,7
DeclanCKing,VacavilleJets,14B,19,3,4,7
AndrewWColeman,VacavilleJets,14B,19,0,1,1
SabrinaIKozin,VacavilleJets,14B,17,2,4,6
JesseACruces,VacavilleJets,14B,18,13,7,20
OwenAMansell,VacavilleJets,14B,19,3,3,6
AlleoLReyes,VacavilleJets,14B,19,0,1,1
DaniilHaddad,VacavilleJets,14B,19,15,9,24
DariusMHekmat,VacavilleJets,14B,17,2,2,4
DanielEZermeno,VacavilleJets,14B,19,4,4,8
KellenKinkor-Wright,SantaClaraBlackhawks,14B,19,2,5,7
EsaiahRAmezquita,SantaClaraBlackhawks,14B,18,12,4,16
EthanAponte,SantaClaraBlackhawks,14B,17,0,2,2
LoganBMoudy,SantaClaraBlackhawks,14B,18,1,5,6
JacksonTCastaldi,SantaClaraBlackhawks,14B,18,0,0,0
NoahNewman,SantaClaraBlackhawks,14B,18,0,2,2
TaylorTNguyen,SantaClaraBlackhawks,14B,18,6,6,12
BrendanMClark,SantaClaraBlackhawks,14B,11,0,1,1
WagnerVWatson,SantaClaraBlackhawks,14B,18,0,2,2
GeorgeRGass,SantaClaraBlackhawks,14B,15,0,3,3
DheerenYalamanchi,SantaClaraBlackhawks,14B,19,4,0,4
SkilesRGeraci,SantaClaraBlackhawks,14B,19,1,2,3
IanYZhu,SantaClaraBlackhawks,14B,18,1,2,3
MikhailAKobrinskii,CupertinoCougars,14A,27,4,0,4
KevinMCaruso,CupertinoCougars,14A,30,4,1,5
KazuhiroMitra-Kozuka,CupertinoCougars,14A,30,0,0,0
EvanChoy,CupertinoCougars,14A,31,2,5,7
BaileyMMok,CupertinoCougars,14A,31,7,13,20
LilianaMClark,CupertinoCougars,14A,26,1,1,2
KaiCMowen,CupertinoCougars,14A,30,3,14,17
MaverickWClark,CupertinoCougars,14A,30,7,5,12
AndrewDPeterson,CupertinoCougars,14A,28,8,11,19
MorganBCurlee,CupertinoCougars,14A,31,5,7,12
MichaelJPeterson,CupertinoCougars,14A,31,8,8,16
DevinMDavis,CupertinoCougars,14A,27,8,5,13
ElliottCRizvi,CupertinoCougars,14A,30,16,2,18
AlbinJEngstroem,CupertinoCougars,14A,30,0,0,0
WesleyMShen,CupertinoCougars,14A,29,15,4,19
JohnathanMGraham,CupertinoCougars,14A,29,2,11,13
ZacharyDWong,CupertinoCougars,14A,31,1,3,4
MateoTHemchand,CupertinoCougars,14A,31,11,11,22
VictorWZhang,CupertinoCougars,14A,31,8,5,13
EthanJHong,CupertinoCougars,14A,28,1,3,4
AeneasRAtienza-Washington,OaklandBears,14B,27,8,7,15
JacksonGFong,OaklandBears,14B,27,1,3,4
KieranHBaird,OaklandBears,14B,21,0,1,1
JasonGFong,OaklandBears,14B,27,3,3,6
NoaSBernstein,OaklandBears,14B,25,0,0,0
LeonardoDBowman,OaklandBears,14B,25,4,4,8
JacksonRHite,OaklandBears,14B,28,6,2,8
OwenALynn,OaklandBears,14B,22,10,13,23
JoshuaRCanepa,OaklandBears,14B,27,12,6,18
PabloRMolina,OaklandBears,14B,26,11,6,17
YanDrobysh,OaklandBears,14B,23,1,5,6
AlexanderNeugebauer,OaklandBears,14B,28,6,5,11
DarwinLDunston,OaklandBears,14B,19,14,13,27
DavidLSingh,OaklandBears,14B,28,3,5,8
MargaretDEidt,OaklandBears,14B,23,1,2,3
CasperJWu,OaklandBears,14B,27,6,9,15
MichaelSBrozovich,SanMateoBlackStars,14B,18,0,5,5
QuincyKQuattlebaum,SanMateoBlackStars,14B,26,6,3,9
AlexanderJDecourcey,SanMateoBlackStars,14B,25,0,2,2
OliverIReid,SanMateoBlackStars,14B,25,11,3,14
JillianERizzi,SanMateoBlackStars,14B,26,0,4,4
MilesPJoing,SanMateoBlackStars,14B,24,0,0,0
SeanRStewart,SanMateoBlackStars,14B,24,0,2,2
KurtWKohn,SanMateoBlackStars,14B,27,6,1,7
EleanorTalmadge,SanMateoBlackStars,14B,20,7,3,10
ElliotLam,SanMateoBlackStars,14B,27,2,0,2
CaitlynCYuen,SanMateoBlackStars,14B,26,0,0,0
MaxwellDPfenninger,SanMateoBlackStars,14B,26,0,5,5
DavidLYurovitsky,SanMateoBlackStars,14B,24,0,1,1
VivianMPorter,SanMateoBlackStars,14B,19,1,3,4
GabrielAArreguin,CupertinoCougars,14B,19,0,4,4
TimothyChan,CupertinoCougars,14B,17,0,4,4
KeiraAShimizu,CupertinoCougars,14B,18,3,4,7
DennisLFrenkel,CupertinoCougars,14B,19,1,3,4
AlisaTarnikova,CupertinoCougars,14B,18,2,11,13
OrrinMHavens,CupertinoCougars,14B,19,23,8,31
JulianRUngar-Salazar,CupertinoCougars,14B,19,12,9,21
LucasSJackson,CupertinoCougars,14B,19,3,7,10
DerekZhao,CupertinoCougars,14B,17,4,4,8
HenrySLonnemann,CupertinoCougars,14B,19,0,0,0
ElwenMZhao,CupertinoCougars,14B,19,3,6,9
RaidenCReynolds,CupertinoCougars,14B,19,7,3,10
ZackaryCrego,SanJoseJrSharks,14B,30,0,0,0
MattiasRawji,SanJoseJrSharks,14B,27,3,7,10
LucasTFlynn,SanJoseJrSharks,14B,30,6,8,14
JackReifschneider,SanJoseJrSharks,14B,30,1,10,11
LukeZHosler,SanJoseJrSharks,14B,29,7,20,27
ThomasARichter,SanJoseJrSharks,14B,29,16,18,34
EthanHuang,SanJoseJrSharks,14B,30,3,6,9
AlekseiRyabchenko,SanJoseJrSharks,14B,29,24,16,40
SamuelAKeefer,SanJoseJrSharks,14B,31,14,11,25
MaxwellRTemple,SanJoseJrSharks,14B,26,0,0,0
JustinCPierce,SanJoseJrSharks,14B,31,3,7,10
OwenKPierce,SanJoseJrSharks,14B,30,13,15,28
ChristosRapinan,SanJoseJrSharks,14A,17,8,12,20
ChristosRapinan,SanJoseJrSharks,14B,14,15,15,30
KeanuAsherNWong,SanJoseJrSharks,14B,31,6,11,17
ZhongyangZYin,SanJoseJrSharks,14B,30,10,7,17
JamesVBahrenburg,FresnoJrMonsters,14B,27,6,15,21
JaydenAMelchor,FresnoJrMonsters,14B,10,1,0,1
AustinBaker,FresnoJrMonsters,14B,27,3,5,8
NyahIMoua,FresnoJrMonsters,14B,25,0,1,1
AustinPlummer,FresnoJrMonsters,14B,28,3,9,12
CalebCooley,FresnoJrMonsters,14B,14,0,4,4
AllieSanders,FresnoJrMonsters,14B,28,0,3,3
VictoriaCreeden,FresnoJrMonsters,14B,28,0,1,1
TylerRScott,FresnoJrMonsters,14B,22,10,8,18
StuartGGraveline,FresnoJrMonsters,14B,3,2,4,6
AwayUnknownPlayer1,FresnoJrMonsters,14B,1,0,0,0
LandonDHolderman,FresnoJrMonsters,14B,28,4,4,8
MitchellRWhite,FresnoJrMonsters,14B,28,10,3,13
PeterDKalina,FresnoJrMonsters,14B,28,23,9,32
EthanWWoods,FresnoJrMonsters,14B,28,44,34,78
BraxtonPMecartea,FresnoJrMonsters,14B,27,23,28,51
NolannAArguello,SanJoseJrSharks,14B-2,29,7,1,8
AidenChen,SanJoseJrSharks,14B-2,26,5,4,9
EmilioLGifford,SanJoseJrSharks,14B-2,25,1,3,4
JakeLBasuino,SanJoseJrSharks,14B-2,24,2,0,2
NathanielIMartinezLumbre,SanJoseJrSharks,14B-2,25,5,3,8
SebastianXBell,SanJoseJrSharks,14B-2,27,1,4,5
TajiMMobegi,SanJoseJrSharks,14B-2,28,1,2,3
TheodoreRMurphy-Reith,SanJoseJrSharks,14B-2,27,6,10,16
TaehoNoh,SanJoseJrSharks,14B,19,2,3,5
TaehoNoh,SanJoseJrSharks,14B-2,12,3,1,4
JackBielak,SanJoseJrSharks,14B-2,14,2,2,4
ThomasJVurich,SanJoseJrSharks,14B-2,29,0,0,0
IgorBorysov,SanJoseJrSharks,14B-2,28,4,2,6
AnthonyDZaitz,SanJoseJrSharks,14B-2,27,16,4,20
JackSBurns,SanJoseJrSharks,14B-2,29,2,6,8
YimeiBeckmann,TriValleyBlueDevils,14A,24,3,6,9
EmersonSchoenweiler,TriValleyBlueDevils,14A,23,2,3,5
EasonCao,TriValleyBlueDevils,14A,22,2,6,8
LukeSSchulman,TriValleyBlueDevils,14A,17,2,4,6
MatheusChan,TriValleyBlueDevils,14A,23,1,12,13
KeplerNSullensono,TriValleyBlueDevils,14A,24,2,4,6
ConnorFedun,TriValleyBlueDevils,14A,24,19,6,25
KanavVats,TriValleyBlueDevils,14A,8,0,0,0
ZacharyWilbur,TriValleyBlueDevils,14A,23,2,3,5
BryceRGemmer,TriValleyBlueDevils,14A,22,0,3,3
GavinCYambao,TriValleyBlueDevils,14A,21,6,1,7
TimothyAKorostelev,TriValleyBlueDevils,14A,24,8,7,15
RobertJLeung,SanFranciscoSabercats,14B,16,1,1,2
AutumnKLoechner,VacavilleJets,14B,13,0,0,0
MatthewColeman,VacavilleJets,14B,7,0,0,0
JackRLaplante,OaklandBears,14B,27,0,2,2
OliverPWelborn,OaklandBears,14B,27,0,0,0
KyleGiang,SanFranciscoSabercats,14A,24,0,4,4
EliseHZawisza,VacavilleJets,14B,9,2,3,5
MatthewTDoyleJr,SanMateoBlackStars,14B,18,0,0,0
MitchellMRowe,SanMateoBlackStars,14B,2,0,0,0
AyaanGobhil,SanJoseJrSharks,14B-2,28,1,2,3
EastonLPepper,SanJoseJrSharks,14B-2,25,2,4,6
KyleGCronin,OaklandBears,14B,22,0,5,5
EtaiGandler,CapitalThunder,14B,18,0,0,0
BarrettLSmith,FresnoJrMonsters,14B,25,17,19,36
MaxwellUlinich,SantaClaraBlackhawks,14B-2,17,2,4,6
LoganDDelancey,TriValleyBlueDevils,14A,16,0,0,0
EdwardWMorton,CupertinoCougars,14B,1,0,0,0
JackHCrivelli,StocktonColts,14A,1,0,0,0
NicholasSMcLean,CapitalThunder,14B,13,1,1,2
LukeJGlover,CapitalThunder,14B,2,0,0,0
AlexanderCGroth,CapitalThunder,14B,2,0,0,0
MorganCLapsley,CapitalThunder,14B,2,0,0,0
HannahYarbrough,SantaClaraBlackhawks,14B,1,0,0,0
JacquelineCLouie,SanJoseJrSharks,14A,7,2,0,2
GiuliaPSmith,SanJoseJrSharks,14A,9,3,5,8
